GensimEmbedder,PerTopicFixedCosineMeanSim,score,CorrSpearmanWithPValue,BootstrapSpearmanCI
{'model_path': 'glove-wiki-gigaword-300'},{'sim_f_name': 'LINEAR'},0.8191335884089078,2.156070566040984e-25,0.13112744910762808
{'model_path': 'glove-wiki-gigaword-300'},{'sim_f_name': 'COSINE'},0.7547748497221288,1.2014724441716143e-19,0.1815861058064684
{'model_path': 'word2vec-google-news-300'},{'sim_f_name': 'LINEAR'},0.6239989009414877,4.04050148913185e-12,0.26134138825972797
{'model_path': 'fasttext-wiki-news-subwords-300'},{'sim_f_name': 'COSINE'},0.6116540738733504,1.3796280368639896e-11,0.253510369837322
{'model_path': 'word2vec-google-news-300'},{'sim_f_name': 'COSINE'},0.5892629461187465,1.1228275898330173e-10,0.26573145722637714
{'model_path': 'fasttext-wiki-news-subwords-300'},{'sim_f_name': 'LINEAR'},0.5102308471103364,5.869154273972382e-08,0.3102952501184369
